0,1,2,3
162,440697006094380_458087307688683,2015-04-14T11:31:56+0000,"CAIXA DE SUGESTÕES DO CEFISMA

Foi tirado em assembleia de estudantes da física que deveríamos deixar disponível para es alunes uma caixa para que colocassem suas sugestões a respeito de dois assuntos: no que deve ser gasto o dinheiro do Cefisma e o que es estudantes querem de uma lanchonete, um xerox e uma livraria. 
Desde o fim da semana passada a caixa está disponível para que es alunes do IF  possam opinar. Na caixa tem dois furos, e em cada um devem ser colocados os papéis com sugestões referentes a cada um dos assuntos. Em cima da caixa tem um texto explicando melhor como usá-la.
Dêem sua sugestões :) a caixa estará na frente da secretaria do Cefisma e da Atlética, do lado da mesa de pebolim, até dia 5 de maio.",
163,440697006094380_456634597833954,2015-04-10T23:04:09+0000,"Grupo de Libertação do Word (Oficina de LaTeX)
Ocorrerá, nos dias 24/04, 08/05, 15/05 e 22/05 (sextas-feiras), das 15h às 17h, uma oficina aberta de LaTeX. Os encontros contarão com a presença de pessoas que já conhecem mais sobre o assunto, mas todes podem participar da oficina, tendo ou não conhecimento prévio. O intuito é que as pessoas estudem juntas esse software, porém contando com auxílio de gente que já tem algum conhecimento sobre. Desse modo, haverá inicialmente uma apresentação do LaTeX, e uma introdução de como funciona. Os outros encontros serão para utilizar a ferramenta e produzir/editar textos. No entanto, não é necessário ir em todos os dias, qualquer ume pode ir a qualquer momento e aprender junto com es outres do grupo. Precisamos, porém, saber mais ou menos quantas pessoas tem interesse/disponibilidade, e se será necessário ter computadores à disposição (e quantos).
https://docs.google.com/a/cefisma.org.br/forms/d/1aipHTcUTD9a3_Ftt_9mlR5wKX4hEh9qnHvcRoptWqoE/viewform?c=0&w=1",
164,440697006094380_1420698268235588,2015-04-10T22:48:22+0000,,Cefisma IFUSP added an event.
165,440697006094380_456626041168143,2015-04-10T22:36:28+0000,"DOAÇÃO DE PROVAS PARA O BANCO DE PROVAS DO CEFISMA

Estamos atualizando/reorganizando nosso banco de provas. Para isso, precisamos de doações de provas antigas. Se você, veteranx, tem alguma prova guardada, compartilhe com xs colegas: DOE SUA PROVA na secretaria do Cefisma/Atlética. Todas as provas serão digitalizadas e disponibilizadas na pasta que fica no computador da secretaria, e também no site do Cefisma, para que todxs xs alunxs possam acessá-las.",
166,440697006094380_456080257889388,2015-04-09T16:53:40+0000,"DIA 26/04 PRAZO FINAL PARA INSCRIÇÕES

Pessoal, lembrem-se de se inscrever as duplas para os armários!!!

http://cefisma.org.br/node/88",
167,440697006094380_455181517979262,2015-04-07T14:17:40+0000,"A apresentação que foi usada no Mini Curso de LaTeX está disponível nesse link:

https://drive.google.com/file/d/0BzTDlsqIpBTTdnE0VkZPYU5NOVpxenlISkVOd0hqZnI4MkU4/view?usp=sharing",
168,440697006094380_815235818571266,2015-04-07T14:04:35+0000,,Cefisma IFUSP added an event.
169,440697006094380_452363081594439,2015-03-31T17:31:45+0000,"INSCRIÇÃO PARA OS ARMÁRIOS

Quem ainda não se inscreveu para o sorteio dos armários, inscreva-se (em duplas)!
É necessário ser aluno regularmente matriculado no Instituto. Não serão consideradas inscrições individuais e a utilização é pelo período de 1 ano, podendo ser renovada neste mesmo período no ano que vem.",
170,440697006094380_450584308438983,2015-03-27T21:52:59+0000,"""Práticas científicas, políticas acadêmicas, relações de poder: como as mulheres negras se inserem e permanecem na Física?""

Via Coletivo de Mulheres Sonja Ashauer - Física/IAG",Cefisma IFUSP shared Gabriela Barcellos Bugelli's event.
171,440697006094380_399285290241279,2015-03-27T17:03:45+0000,Coletivo de Pós-Graduação da USP,
172,440697006094380_512719022225511,2015-09-03T02:26:17+0000,"XII CONGRESSO DE ESTUDANTES DA USP: ELEIÇÕES PARA DELEGADES DA FÍSICA

Entre os dias 01/10 e 04/10 ocorrerá o Xll Congresso de Estudantes da USP, promovido pelo DCE e outras entidades estudantis. O congresso é o fórum máximo de deliberação do Movimento Estudantil e tem como objetivo debater a atual conjuntura política da Universidade e do país a fim de articular a atuação do ME, definir seus eixos e construir coletivamente sua mobilização dentro e fora da USP. Para tal, cada centro acadêmico que queira ter seu curso representado deve realizar a eleição de delegades em sua respectiva unidade.

A programação contará com mesas de debate, plenárias,grupos de discussão e confraternizações. Entre as pautas estão o desmonte e precarização  da Universidade, cotas raciais, redução da maioridade penal, proibição de festa e violência na USP, permanência estudantil, democracia na USP, entre outros. Além disso, para enriquecer o debate, estarão presentes alguns professores convidados e representantes do MTST, NCN, ADUSP e SINTUSP.

O Cefisma realizará as eleições para delegades entre os dias 24 e 25/09. Es alunes que quiserem montar uma chapa ou se incorporar à chapa do Cefisma poderão se inscrever até o dia 15/09 pelo nosso email: cefisma@cefisma.org.br - o cálculo no número de delegades é de 1 para cada 50 alunes regularmente metriculades -.

Para maiores informações acessem a página do DCE Livre da USP ou o site do congresso: xiicongressodausp.wordpress.com

O ativismo político des estudantes na Universidade é fundamental para a construção de um espaço democrático que dialogue com a sociedade, atenda às necessidades de toda a comunidade e resista aos ataques constantes da reitoria e do Estado. 

Em breve postaremos o calendário completo do rolê. Bjks.",
173,440697006094380_511139762383437,2015-08-29T12:44:37+0000,"CAFÉ COM QUANTUM: FÍSICA ∩ ARQUEOLOGIA

Márcia & Márcia irão discutir a relação entre Física e Arqueologia, que vem se aprofundando cada vez mais desde 1960. Primeiramente, a Márcia Rizzutto irá apresentar como a arqueometria é usada, de modo geral, na arqueologia, e que técnicas fazem a Física tão essencial para a compreensão do passado. Por outro lado, a Márcia Angelina Alves dará um panorama de Arqueologia Brasileira, especialmente no Triângulo Mineiro, e irá dar exemplos de como técnicas das ciências exatas foram importantes para o estudo e compreensão arqueológica da região.

DIA 03/09, QUINTA-FEIRA, ÀS 17H. NO AUDITÓRIO NOVO 1 DO IFUSP (para aquelas e aqueles que não puderem comparecer, tentaremos gravar o evento)",
174,440697006094380_1013312472032891,2015-08-28T02:56:54+0000,,Cefisma IFUSP added an event.
175,440697006094380_1604646559789648,2015-08-26T03:49:14+0000,,Cefisma IFUSP added an event.
176,440697006094380_509289412568472,2015-08-24T17:44:32+0000,"(via Coletivo de Mulheres Sonja Ashauer - Física/IAG)

""HOJE 16H CONCENTRAÇÃO NA REITORIA PARA O ATO

ATO AUTO-ORGANIZADO: *A plenária votou para que o ato seja auto-organizado, ou seja, só contando com a presença de mulheres, procurando destacar o protagonismo e a visibilidade da questão da segurança como uma ameaça direta às mulheres que passam pelo campus e à todas as mulheres que temem pela cultura da violência, do machismo e do estupro.

MANIFESTO PELA SEGURANÇA DAS MULHERES NA USP: CHEGA DE VIOLÊNCIA, ABUSO E ASSÉDIO!

Os casos de estupro e machismo na USP não param de aparecer. Desde a CPI conquistada pelo movimento feminista, os casos que ficavam esquecidos na universidade têm vindo à tona cada vez com mais frequência. O movimento feminista cobra um posicionamento da reitoria, mas esta continua sendo conivente com os estupros e estupradores e penalizando as vítimas, dando como respostas a proibição dos espaços estudantis ou a aproximação da genocida e racista PM de Alckmin. As mulheres respondem com sua organização: O II Encontro de Mulheres Estudantes (EME) em 2014 foi uma importante vitória do movimento!
Mais recentemente, veio à tona o caso do blog ""Tio Astolfo"", que publica um ""manual de como estuprar uma mulher na FFLCH"". A burocracia da universidade se pronuncia sobre o caso, mas não assume sua responsabilidade. Este blog só existe porque a cultura de estupro é absolutamente naturalizada na Universidade de São Paulo, e a reitoria nada faz para prestar suporte às vítimas e punir os estupradores: ao contrário, as vítimas é que são punidas, tendo muitas vezes que abandonar seus estudos.
Cobramos que a reitoria assuma a responsabilidade quanto aos casos de estupro na USP! A PM não significa mais segurança em lugar algum, principalmente para as mulheres negras da periferia, que são os maiores alvos de estupro no Brasil. Desde o convênio com a PM em 2011, os casos de estupro não só não diminuíram como aumentaram! Tampouco aceitaremos que nos cerceiem os espaços públicos de vida estudantil como são as festas estudantis, ou apoiaremos programas como o ""He for She"", que além de escamotear o problema do machismo, tirando a perspectiva da luta das mulheres, é realizado pela ONU, uma das maiores agentes do imperialismo - o mesmo imperialismo que se utiliza do machismo para superexplorar trabalhadoras por todo o mundo.
Nesse sentido, as mulheres do movimento estudantil da USP auto-organizadas na plenária sobre segurança no campus (que aconteceu no dia 17/08) deliberaram por um ato contra os estupros e a violência de gênero na universidade, que acontecerá no dia 24/08 (segunda-feira), com concentração em frente à nova reitoria. O ato será uma resposta às ameaças de estupro endereçadas às estudantes da FFLCH e de toda a USP pelo desprezível blogueiro Tio Astolfo e seu manual ""Como estuprar uma menina da FFLCH”, assim como uma exigência à reitoria de Zago que se posicione e ponha fim a política do estupro institucionalizado que acontece hoje na USP, não com mais polícia militar ou proibição de festas, mas com medidas efetivas de responsabilização e combate ao machismo na universidade. Marcaremos nossa posição contrária às medidas da reitoria e dos governos, que, ao invés de resolver o problema das mulheres, atacam ainda mais nossos direitos.

Por um plano de segurança que envolva as reivindicações das mulheres estudantes e trabalhadoras:
- Mais iluminação nos campi!
- Mais circulares noturnos e volta das linhas de ônibus cortadas!
- Responsabilização e punição aos estupradores!
- Por um centro de referência à mulher, que conte com assistência médica, psicológica e jurídica às vítimas!
- Chega de cortes nas creches! Fim do PiDV!
- Pelo aumento do efetivo feminino com treinamento adequado na Guarda Universitária!
- Por uma campanha de prevenção e combate à violência contra a mulher!
- Fim do convênio USP - Polícia Militar!

Por isso convocamos todas* a somar suas vozes no ato dia 24/8 e continuar construindo esse movimento de mulheres. A partir das 12h ocorrerão oficinas em frente ao Bandejão Central e às 16h nos concentraremos em frente à Reitoria para sairmos em ato. Somos muitas, estamos organizadas e somos fortes!

MEXEU COM UMA MEXEU COM TODAS!""",Cefisma IFUSP shared Frente Feminista Usp's event.
177,440697006094380_1109356479091899,2015-08-22T21:18:13+0000,,Cefisma IFUSP added an event.
178,440697006094380_507272256103521,2015-08-19T03:05:42+0000,"NOMEAÇÃO DO PRÉDIO DA VIVÊNCIA

Ano passado, o prédio da vivência (prédio no qual há a secretaria do Cefisma e da atlética, o C.A., a lanchonete…) foi passado aos cuidados do Cefisma. Com isso, algumas pessoas sugeriram que nomeássemos o tal prédio, já que vários outros edifícios do instituto possuem um nome (Oscar Sala, Basílio Jafet, Mário Schenberg, Alessando Volta, etc). Houve também a sugestão de que o nome que escolhêssemos fosse de uma física, pois afinal nenhum outro prédio do instituto homenageia uma, e apenas um prédio homenageia uma mulher (Adma Jafet). Assim, levamos a pauta para a última Assembleia de Estudantes da Física (do final do semestre passado), e nela decidimos por não escolher imediatamente quem daria o nome ao prédio, mas que seria o nome de uma física, mulher, brasileira.
Seguindo essas orientações, decidimos por proceder com o processo de escolha do nome do prédio da seguinte maneira: (1) lista de nomes de físicas brasileiras, com uma pequena descrição sobre cada uma (quem foi, o que fez), para a qual todas/os poderão contribuir com sugestões, desde que se atenham à condição decidida em assembleia (que seja uma física brasileira); (2) compilação dos nomes e votação em urna do nome do prédio, da qual poderão participar todas e todos os estudantes do IF e que será previamente divulgada; (3) divulgação e “oficialização” do nome. Achamos que o processo, organizado dessa maneira, faz com que as/os estudantes possam de envolver mais com a escolha do nome e desse modo se identificar mais com o mesmo. A respeito da terceira parte do processo: não temos clareza ainda de se é possível alterar oficialmente o nome do prédio (correremos atrás dessas burocracias), porém achamos que é suficiente que as alunas e os alunos o reconheçam e se refiram ao mesmo com um nome para que este se torne legítimo. 
Assim, damos início a esse processo. Seguem aqui abaixo alguns nomes de físicas brasileiras (reunidos pelo Coletivo de Mulheres Sonja Ashauer, quando estavam escolhendo o nome do coletivo) que achamos pertinente de serem homenageadas. Fiquem a vontade para deixar um comentário com outra sugestão, colocando o nome da física e uma pequena descrição de quem foi e o que fez de interessante.

ELISA FROTA PESSOA (1921- ) - introduziu a técnica de emulsões nucleares no Brasil e a aplicou em vários campos, como física nuclear, biologia, partículas elementares. Quando ela estava no ginásio, ela queria fazer engenharia, mas na época esta não era considerada uma carreira para mulher, e sua família também não deu apoio. Mas como na escola os professores a apoiaram e incentivaram, ela foi fazer física, e foi a segunda mulher a se graduar nessa área, em 1942 (mesmo ano que Sonja Ashauer), na Universidade do Brasil, atual UFRJ. Durante um período, participou de lutas para combater o preconceito contra o trabalho da mulher e o desinteresse que havia na sociedade pelo desenvolvimento da ciência. Foi uma das fundadoras da CBPF, e publicou o primeiro artigo de pesquisa lá. Foi aposentada pelo AI-5, quando dava aula e pesquisava na USP.
http://www.cnpq.br/web/guest/pioneiras-view/-/journal_content/56_INSTANCE_a6MO/10157/903150 

SONJA ASHAUER - (1923-1948) Foi muito incentivada pelo pai dela a seguir para a área da ciência. Foi a segunda mulher a se graduar em física no Brasil (junto com a Elisa Frota Pessoa), na USP, e a primeira brasileira a concluir o doutorado em física, na Universidade de Cambridge. Foi também a primeira mulher brasileira a fazer parte da Cambridge Philosophical Society. Após seu doutoramento retornou a São Paulo e foi contratada como assistente do Prof. Gleb Wataghin na USP. Porém, poucos meses depois, faleceu de pneumonia. Vários físicos que a conheceram afirmam que ela era uma profissional brilhante.
http://www.cnpq.br/web/guest/pioneiras-view/-/journal_content/56_INSTANCE_a6MO/10157/902653 

NEUSA AMATO (1926-2015) - grande contribuidora para a física brasileira, pois foi durante muitos anos a responsável pela manutenção do Laboratório de Emulsões Nucleares do CBPF. Não teve incentivo da família pra estudar ciência, e teria que começar a trabalhar assim que saísse do colegial, mas seus professores também a incentivaram a prestar vestibular para física. Inicialmente deu aulas de física em colégios, mas posteriormente foi convidada por César Lattes, junto com Elisa Frota Pessoa, para trabalhar em uma pesquisa no CBPF. Publicou, também junto com Elisa, o primeiro artigo de pesquisa lá.
http://www.cnpq.br/web/guest/pioneiras-view/-/journal_content/56_INSTANCE_a6MO/10157/902836 

AMÉLIA IMPÉRIO HAMBURGER (1932 – 2011) Se formou bacharel na Faculdade de Filosofia, Ciências e Letras da USP. Obteve seu mestrado na Universidade de Pittsburgh, após ser co-autora de um artigo publicado no primeiro número da Physical Review Letters. Ao voltar ao Brasil, tornou-se professora da faculdade onde havia se graduado. Dedicou-se à pesquisa na área nova de pós-graduação em Ensino de Física. Fez trabalhos na área de história, epistemologia da ciência, psicologia e aprendizagem. Organizou um acervo documento do Departamento de Física, e realizou diversas exposições didático-científicas sobre física nuclear. Foi membra fundadora da SBF, e participou de outras diversas organizações como SBPC, SBHC e ADUSP..
http://www.cnpq.br/web/guest/pioneiras-view/-/journal_content/56_INSTANCE_a6MO/10157/1144403",
179,440697006094380_110765495940294,2015-08-15T19:10:15+0000,,Cefisma IFUSP added an event.
180,440697006094380_506128549551225,2015-08-15T18:36:26+0000,"""RODA DE CONVERSA SOBRE A BARRACA DO TAPA
No dia 11/08, aconteceu uma roda de conversa [idealizada pelo Coletivo de Mulheres Sonja Ashauer - Física/IAG e pelos Demônios de Maxwell] fim de discutir a barraca do tapa, seus intuitos, seus problemas, suas vantagens, etc. Para aquelas e aqueles que não puderam ir, aqui está a gravação de parte da conversa (entre um vídeo e outro há pedaços que não foram gravados, e também não foi possível gravar aproximadamente a última hora do evento)
PARTE 1: https://www.youtube.com/watch?v=Zgyyjx7QP0c
PARTE 2: https://www.youtube.com/watch?v=HlC3RY1TVj0
PARTE 3: https://www.youtube.com/watch?v=X4WShIRtieQ""",
181,440697006094380_505578496272897,2015-08-13T22:59:54+0000,"Colaborem! 

""A Congregação do IFUSP solicitou que a Comissão de Graduação faça um levantamento de dados sobre o ENEM visando uma eventual adesão do IFUSP ao SISU. Por essa razão solicitamos a colaboração dos alunos do IFUSP fornecendo-nos as suas notas no ENEM para que possamos comparar os desempenhos no ENEM e na FUVEST. Cumpre salientar que esses dados serão mantidos sigilosos. Desde já agradecemos a sua ajuda.""

Você pode consultar suas notas do ENEM aqui:
http://sistemasenem2.inep.gov.br/resultadosenem/
e sua classificação na FUVEST acessando
Jupiterweb-->Acompanhamentos-->Dados do Programa


http://portal.if.usp.br/cg/pt-br/webform/pesquisa-sobe-dados-de-entrada",
182,440697006094380_505158276314919,2015-08-12T16:04:12+0000,"REFORÇO PARA INTRODUÇÃO À COMPUTAÇÃO (MAC0115)

Pessoal, esse semestre vai continuar o reforço para calouras e calouros (e não calouras e não calouros), dessa vez com foco em computação. Venha tirar suas dúvidas sobre as aulas, os EPs, e mesmo como instalar, mexer com e compilar programas

Segundas-feiras, das 18h às 19h; quartas-feiras, das 13h às 14h, na sala 210 da ala 2",
183,440697006094380_449990528504088,2015-08-12T01:01:23+0000,"Coletivo de Pós-Graduação da USP
https://www.facebook.com/posativavozativa",
184,440697006094380_503951429768937,2015-08-10T01:28:55+0000,"RODA DE CONVERSA SOBRE A BARRACA DO TAPA - terça-feira, 17h, no auditório novo 1.

""Está chegando a Festa Junina da Física, um momento de comemorar a volta ao semestre com uma festa temática. Entretanto, como alguns de nós acompanhamos pelo evento da festa e outros canais, houve alguns desentendimentos quanto à Barraca do Tapa que o time de rugby, Demônios de Maxwell, fazia já a alguns anos. A comissão organizadora da festa foi notificada de reclamações a respeito da barraca, que alegavam um cunho machista da mesma, e então foi sugerido que o time optasse por administrar a barraca de hot dog.
Ainda assim, restaram muitos mal entendidos no acordo feito, e por isso o Coletivo de Mulheres Sonja Ashauer e os Demônios de Maxwell estão propondo uma roda de conversa, para que possamos debater sobre essa barraca e sobre outras questões referentes à apropriação do machismo, em um espaço onde todxs que quiserem possam falar e ser ouvidxs. Queremos que nossa festa seja alegre, então vamos conversar para acabar com qualquer climão! E é claro que não queremos que todxs concordem, queremos apenas que todxs entendam e respeitem os diversos pontos de vista.
Sabemos que o horário não é conveniente para muitxs que gostariam de participar, mas acreditamos que esse seja o mais razoável para conciliar alunxs que têm aulas de manhã, à tarde e à noite. 
Tentaremos filmar a conversa, então quem não puder ir, fique de olho!""",Cefisma IFUSP shared Coletivo de Mulheres Sonja Ashauer - Física/IAG's event.
185,440697006094380_828183403955363,2015-08-09T22:48:38+0000,"Por: Comissão de Cultura e Extensão - IFUSP

Acompanhe o canal ""FÍSICA PARA TODOS USP"" no Youtube 

https://www.youtube.com/channel/UCfZH77ttBt9lc5FfpvLQeLg

.",
186,440697006094380_414884638714396,2015-08-09T19:39:56+0000,,Cefisma IFUSP added an event.
187,440697006094380_502642409899839,2015-08-06T00:45:59+0000,"Debate ""Mario Schenberg: o cientista e o político"", organizado pelo Centro de Documentação e Memória da Unesp. Dia 13/08/15 – 5ª feira às 18h30, no endereço Praça da Sé, 108 – 1º andar (metrô Sé)

Inscrições gratuitas - enviar nome completo, e-mail e instituição para:
Sandra Santos (organização e produção), e-mail: ssantos@cedem.unesp.br",Cefisma IFUSP shared Cedem Unesp's photo.
188,440697006094380_1450863181888318,2015-08-02T23:18:07+0000,,Cefisma IFUSP added an event.
189,440697006094380_500405800123500,2015-07-30T19:12:31+0000,"Canal de divulgação de física (com a colaboração de um aluno do IFUSP), confiram! :)",
190,440697006094380_499493566881390,2015-07-27T17:34:39+0000,"Amanhã no IF, não percam!!",
191,440697006094380_499273106903436,2015-07-27T02:36:59+0000,,Cefisma IFUSP shared CCBB São Paulo's photo.
192,440697006094380_492463180917762,2015-07-07T14:10:58+0000,"Todo apoio ao Cursinho Popular dos/as alunos/as da PUCSP!

""Nesse momento a PUCSP passou por cima do CURSINHO POPULAR DOS/AS ALUNOS/AS DA PUCSP e da CRECHE POPULAR e, literalmente, fechou as portas para nós.
Tamanho é o desrespeito e irresponsabilidade dessa Universidade com os/as educadores/as, colaboradores/as e 150 estudantes e 30 crianças que todos os sábados tem atividades nas salas e centros acadêmicos da PUCSP.
Estamos na sede da APROPUC, que gentilmente, nos abriu esse espaço.
Um detalhe muito importante é que a PUCSP está aberta! Com cursos da pós graduação e incluve, nas portarias, há um documento expresso com a lista dos estudantes dos cursos que podem entrar e que, o dito ""cursinho popular"", não tem permissão para exercer suas atividades.
Por hora, deixamos a nossa imensa indignação com a irresponsabilidade e desrespeito com todas e todos que fazem parte do Cursinho e da Creche. E, estão avisados que a nossa luta são todos os dias e que isso, só reforça o caráter elitista e excludente, não só dessa instituição, como de outras universidades e desse sistema de educação.
Em breve soltamos mais infos.""",Cefisma IFUSP shared Cursinho Popular Dos Alunos da PUC - SP's photo.
193,440697006094380_1466007293696485,2015-07-04T14:16:54+0000,,Cefisma IFUSP added an event.
194,440697006094380_486393578191389,2015-06-22T13:44:24+0000,,Cefisma IFUSP added a new photo.
195,440697006094380_484528778377869,2015-06-17T15:11:45+0000,https://www.facebook.com/photo.php?fbid=1005477439463694&set=o.440697006094380&type=1&theater&notif_t=page_wall,Cefisma IFUSP shared Carol Sb's photo.
196,440697006094380_1005477439463694,2015-06-17T15:03:35+0000,"Olá :)
Vocês poderiam ajudar a compartilhar, por gentileza?",
197,440697006094380_664224943741584,2016-09-15T02:45:41+0000,"SEMANA DE MOBILIZAÇÃO E LUTA EM DEFESA DA CARREIRA DOCENTE

16/09, sexta-feira, às 19h
Palestra com Marilena Chauí - ""Em Defesa da Universidade Pública""

Local: auditório da Geografia (FFLCH)",Cefisma IFUSP shared Ivã Gurgel's event.
198,440697006094380_663942973769781,2016-09-14T14:48:17+0000,,Cefisma IFUSP shared Encontro da Licenciatura em Física - IFUSP's photo.
199,440697006094380_659587234205355,2016-09-05T20:04:56+0000,"O próximo Curso de Bridge para Principiantes começa no dia 15/09/2016, às 20:30 hs, no Bridge Club. O curso é gratuito. Estou à disposição para mais informações.",
200,440697006094380_658884157608996,2016-09-04T12:45:03+0000,"Bom dia!! Tenho um apartamento (2 dorms) para locação, próximo à USP, ótimo para estudantes. Vocês têm algum local onde eu possa anunciá-lo? Grato, Eduardo.",
201,440697006094380_657978747699537,2016-09-02T19:23:04+0000,"A reunião foi ADIADA devido à falta de ônibus e de circulares que dificulta a chegada na USP hoje. 
Assim que a nova data da reunião for decidida informaremos aqui.",Cefisma IFUSP shared their event.
202,440697006094380_656142744549804,2016-08-30T03:18:55+0000,,Cefisma IFUSP updated their cover photo.
203,440697006094380_1658162851177611,2016-08-30T03:14:22+0000,,Cefisma IFUSP added an event.
204,440697006094380_653402068157205,2016-08-24T23:15:19+0000,,Cefisma IFUSP updated their cover photo.
205,440697006094380_186830411730224,2016-08-24T23:11:04+0000,,Cefisma IFUSP added an event.
206,440697006094380_652903008207111,2016-08-23T23:05:49+0000,"[DIVULGANDO]

Congresso Paulo Leal Ferreira, é um congresso de física organizado por alunos de pós-graduação do IFT 

https://www.facebook.com/congressoPLF/?fref=ts

Confiram a programação!",
207,440697006094380_652670484897030,2016-08-23T12:19:51+0000,"AGORA está começando a Congregação aberta extraordinária, em que toda a comunidade do IFUSP pode participar. Serão rediscutidos os temas da paralisação de ontem, sobre qual o papel da Universidade pública e que USP que a gente quer, e depois será discutida a moção a favor da devolução dos blocos K e L.

Venham participar e ocupar este espaço!",
208,440697006094380_652500801580665,2016-08-23T02:34:16+0000,"AMANHÃ, ÀS 9H, CONGREGAÇÃO ABERTA, no aud. Abrahão de Moraes",Cefisma IFUSP shared their event.
209,440697006094380_652500514914027,2016-08-23T02:33:37+0000,"Aconteceu agora à noite a última atividade do dia de paralisação. Lembrando a todas e todos que AMANHÃ, ÀS 9H, teremos uma congregação aberta para discutir as pautas da mobilização estudantil!",Cefisma IFUSP shared Comando de Greve do Instituto de Física - USP's photo.
210,440697006094380_652338138263598,2016-08-22T17:58:16+0000,"ATIVIDADE DE PARALISAÇÃO: Debate ""O papel da USP e do IFUSP na produção e disseminação de conhecimento"" acontecendo agora o Adma Jafet, com os docentes do IFUSP Vera Bohomoletz, Antônio Figueiredo, Nestor Caticha e Cristiano Mattos.",
211,440697006094380_651867811643964,2016-08-21T17:45:38+0000,,Cefisma IFUSP updated their cover photo.
212,440697006094380_179391422481865,2016-08-21T17:10:54+0000,,Cefisma IFUSP added an event.
213,440697006094380_651503695013709,2016-08-20T23:48:04+0000,"PARALISAÇÃO ESTUDANTIL NO IFUSP: ""Qual o Papel da Universidade Pública?"" - Segunda, 22/08

CRONOGRAMA:

9h: RODA DE CONVERSA (com café da manhã)
""Como é a USP que você esperava/vive/quer?"" (Local: ao lado da entrada da Ala Central)

14h30-17h30: DEBATE (com docentes do IFUSP)
""O papel da USP e do IFUSP na produção e disseminação de conhecimento"" (Local: auditório Adma Jafet)

19h30-21h30: MESA REDONDA (com convidados e convidadas)
""USP: pra quem pode ou pra quem quer? - A universidade pública e seus deveres com a permanência estudantil"" (Local: auditório Adma Jafet)",Cefisma IFUSP shared Comando de Greve do Instituto de Física - USP's event.
214,440697006094380_648279348669477,2016-08-14T18:24:23+0000,"ASSEMBLEIA DE ESTUDANTES DA FÍSICA
AMANHÃ (segunda), às 17h, no Adma Jafet",Cefisma IFUSP shared their event.
215,440697006094380_646880242142721,2016-08-12T04:05:21+0000,"Agradecemos carinhosamente o apoio das e dos estudantes da FEUSP. 
A abertura de sindicâncias com o objetivo de ameaçar e punir estudantes que se mobilizaram para lutar pela universidade pública é um ataque à todas e todos nós, independente do curso.
Nesse segundo semestre a física continua mobilizada!",Cefisma IFUSP shared Centro Acadêmico Professor Paulo Freire's post.
216,440697006094380_646857072145038,2016-08-12T03:05:49+0000,Confiram o site do Encontro da Licenciatura em Física do IFUSP e respondam ao questionário sobre as atividades e oficinas do encontro.,Cefisma IFUSP shared Encontro da Licenciatura em Física - IFUSP's photo.
217,440697006094380_660057227491860,2016-08-10T15:14:02+0000,,Cefisma IFUSP added an event.
218,440697006094380_646125178884894,2016-08-10T15:02:13+0000,,Cefisma IFUSP shared Comando de Greve do Instituto de Física - USP's event.
219,440697006094380_646125082218237,2016-08-10T15:01:56+0000,,Cefisma IFUSP shared Comando de Greve do Instituto de Física - USP's note.
220,440697006094380_1676988075957512,2016-08-03T17:30:41+0000,,Cefisma IFUSP added an event.
221,440697006094380_642677582562987,2016-08-03T15:15:31+0000,"[USO DAS SALAS PARA ATIVIDADE DISCENTE]
Devido à mobilização estudantil conseguimos que as salas de aula voltem a ser abertas para estudo. Isso mostra como é importante nos organizarmos para defender aquilo que acreditamos ser o melhor para a comunidade estudantil. 
Segue o novo esquema:",
222,440697006094380_539762666187813,2015-12-01T18:30:16+0000,"Bom dia a todos!

Ontem, vazou um áudio do governador falando em declarar ""guerra"" às escolas ocupadas, inclusive usando boatos e táticas para desmoralizar as escolas, os alunos e os professores. Isso é, claramente, uma primeira iniciativa para privatizar as escolas do ensino público.

Assim, se faz mais importante que nunca darmos nosso apoio para as escolas ocupadas e para os alunos que ainda resistem. Uma das formas de fazer isso é através da ""doação"" de aulas. Basta preencher o formulário através do link: https://goo.gl/ObHf0B.

Lembrem-se que vocês vão doar uma aula, então a preparação deve levar isso em conta.

As escolas e os alunos devem continuar resistindo!

Beijos de luz. C:",
223,440697006094380_539568426207237,2015-12-01T02:27:38+0000,CHERATERIA CAMPEÃ DO TOBA BIFE ENCHENDO DE ORGULHO OS ESTUDANTES DA FÍSICA,Cefisma IFUSP shared Cherateria - Bateria Física-IAG-USP's post.
224,440697006094380_539196919577721,2015-11-29T18:43:16+0000,"Gente linda do coração!

Os Correios já lançaram a campanha de apadrinhar cartinhas de Natal para dar presentinhos para criancinhas.

Infelizmente, o Natal tem este aspecto capitalista de comprar e dar presentes, mas há muitas pessoas que não podem receber nada. :c

Por isso, dêem uma olhada aí, e se puderem apadrinhar alguma cartinha, apadrinhem! Vários pedidos são simples, tem crianças que só querem um jogo ou roupas. Várias delas pedem roupinhas para seus sobrinhos ou irmãos mais novos também. A gente consegue dar estas coisas pra elas, além de carinho. <3

Há vários pontos por São Paulo onde vocês podem pegar as cartas. No centro mesmo, tem a Paulista, a Consolação, a Liberdade... Na Zona Leste a gente viu que tem lá na Conselheiro Carrão. Mas dêem uma olhada, no site tem a lista completa de pontos de entrega!

Beijos de luz!",
